ID	logFC	t	P.Value	adj.P.Val	B
hsa04380	0.0145269839866105	2.17533775582076	0.0308082767994584	0.0591857017797476	-5.30701997819124
hsa04914	-0.00651753944959665	-2.16995907644378	0.0312194805492708	0.0591857017797476	-5.31846218067189
hsa05220	0.00752173858186955	2.16587445842629	0.0315349148706686	0.0591857017797476	-5.32713346364313
hsa05162	-0.0186877722946064	-2.16219070293141	0.0318217512692995	0.0591857017797476	-5.33494039911534
hsa03022	0.00671141517203866	2.161766251958	0.0318549456183728	0.0591857017797476	-5.33583911886028
hsa03050	0.00934328121084116	2.15837947123513	0.0321208833779535	0.0591857017797476	-5.34300416214733
hsa04924	0.032562411101956	2.14431126298733	0.0332461749678051	0.0606971451247083	-5.37265208234474
hsa00051	-0.00971079985256695	-2.1326097736671	0.0342078964062521	0.0613276701337313	-5.39717139553927
hsa00052	-0.00971079985256695	-2.1326097736671	0.0342078964062521	0.0613276701337313	-5.39717139553927
hsa04270	0.00620867806423542	2.12135529004845	0.0351553874245155	0.0624635901560588	-5.42063324590602
hsa04979	0.00878245737807903	2.10473544976912	0.0365958188965118	0.0638211490002841	-5.45506327095411
hsa04961	-0.00493182283384597	-2.09951211405194	0.0370588632166338	0.0638211490002841	-5.46583061373973
hsa03010	-0.00955200719850757	-2.09128182538256	0.0377986706963288	0.0638211490002841	-5.48274457497347
hsa04340	-0.00743441641074005	-2.09091479049872	0.0378319556915688	0.0638211490002841	-5.4834973844608
hsa04070	0.012392536847309	2.07735327711005	0.0390795340761706	0.0638211490002841	-5.51122423282319
hsa04672	-0.011665896330697	-2.07307347356257	0.0394804897320474	0.0638211490002841	-5.51993857164148
hsa05320	-0.011665896330697	-2.07307347356257	0.0394804897320474	0.0638211490002841	-5.51993857164148
hsa05322	-0.011665896330697	-2.07307347356257	0.0394804897320474	0.0638211490002841	-5.51993857164148
hsa05323	-0.011665896330697	-2.07307347356257	0.0394804897320474	0.0638211490002841	-5.51993857164148
hsa04145	0.00355451356693548	2.0726878774071	0.039516786712381	0.0638211490002841	-5.52072286041405
hsa04612	0.00355451356693548	2.0726878774071	0.039516786712381	0.0638211490002841	-5.52072286041405
hsa05202	-0.0567333064048339	-2.07002792446182	0.0397679521408805	0.0638211490002841	-5.52612930659312
hsa04723	0.00822548996353945	2.05534269349552	0.0411793066497369	0.0655574561863811	-5.55585792831231
hsa00480	0.0128013914814564	2.05019041963686	0.041684506745473	0.0658350543043582	-5.56624011506103
hsa04022	0.0127522056321698	2.02375662513866	0.0443603623507254	0.0695095441558611	-5.61911337305336
hsa00532	-0.0151167607212788	-2.02019314178452	0.0447320278140041	0.0695443244920845	-5.62619079626715
hsa04110	0.00727939657991383	2.00278951042323	0.0465854464879583	0.0718643709387884	-5.66058419186649
hsa05166	-0.00833385615517734	-1.97209669487809	0.0500128956161129	0.076558201750819	-5.7205437657887
hsa03410	-0.00755282317826689	-1.96288856447147	0.0510818116310593	0.077508854506706	-5.73835872631335
hsa05168	-0.0115107585569887	-1.96006933762344	0.051412908517011	0.077508854506706	-5.74379705862241
hsa04970	0.0143901371977679	1.85005989899793	0.0658185591698192	0.098480400562361	-5.95012744108198
hsa04514	0.0115446738081264	1.83565591572129	0.067932122193806	0.100803196754475	-5.97629214040636
hsa04668	0.0129984378228838	1.83262415582776	0.0683840782002718	0.100803196754475	-5.98177414065546
hsa04024	-0.00923693387105917	-1.82646591202148	0.0693097810563012	0.101416517869147	-5.99288246827614
hsa04912	0.010178167492322	1.81099887630759	0.0716805838495702	0.104119972161055	-6.02062276413533
hsa04926	0.00772189161728498	1.77200470980514	0.077955997433199	0.112414807892802	-6.08954626280978
hsa04611	0.0147142526867512	1.72375098299981	0.0863383542053881	0.122975296961921	-6.17282444909717
hsa04630	0.00893901257279595	1.7227744497614	0.086515284294819	0.122975296961921	-6.17448677811199
hsa04020	0.0092783470150124	1.71301923231963	0.0882989964884472	0.124620569512064	-6.19104268835448
hsa04728	0.00591238557867957	1.69901939625621	0.0909109103764287	0.127403318062742	-6.21464286935051
hsa04932	-0.0138974460161752	-1.66785795094737	0.0969495768914021	0.134915844764958	-6.26649795294213
hsa04621	-0.00790823149322062	-1.6555772700185	0.0994164866040311	0.137388061348626	-6.28667773700999
hsa04066	0.0106254955967691	1.63731560136185	0.103177895796405	0.141602767334377	-6.31641740116099
hsa04740	-0.0209919319459044	-1.56126931267786	0.120082285396728	0.163673799958554	-6.43680677628716
hsa05418	0.0143538130751244	1.55294931282782	0.122057336905858	0.165150163740579	-6.44963957340107
hsa04919	0.0115520176398958	1.54974308143388	0.122825247405054	0.165150163740579	-6.45456702129388
hsa05032	0.0085174779982653	1.5455136623931	0.123844028171516	0.165402426886789	-6.46105174179091
hsa05410	0.0108173674373115	1.51837095537931	0.130541137068946	0.173184575178136	-6.50225633339555
hsa05214	-0.00849318755381168	-1.45633588113214	0.146908634064286	0.193608067409225	-6.59375125336421
hsa04218	-0.00763018568319485	-1.42861738545557	0.154714658937161	0.202554060055888	-6.63342616941655
hsa00590	0.0143569606090455	1.37097849799351	0.171958074929835	0.223657888307433	-6.71353588938681
hsa04722	-0.00968228785008707	-1.35339123923212	0.177498044661043	0.229364356412646	-6.73733549999178
hsa04068	0.00399089313767131	1.30255120178667	0.194264851335978	0.249411002682965	-6.80443705138943
hsa04152	-0.00609750336010872	-1.24604206340678	0.214244454449722	0.273299015612145	-6.87605735020935
hsa04530	0.00678229601620473	1.23881093461594	0.216905200887948	0.274930796029946	-6.88499664151879
hsa04211	-0.00635538955940174	-1.22425323255673	0.22233430970896	0.28002865589926	-6.90283785840749
hsa04550	-0.00889672332055191	-1.21543940528069	0.225668600535209	0.282134100648692	-6.91353872923848
hsa05164	-0.0100685591492242	-1.21236130074505	0.226841487958747	0.282134100648692	-6.91725791590413
hsa05145	0.00640140181511795	1.19543564502868	0.233369179125764	0.288450103391472	-6.93754269978808
hsa04725	0.00529544067404908	1.16648943878108	0.244841775600781	0.300762428052812	-6.97158224492386
hsa04062	0.00763808254841791	1.15706719393332	0.248660864570814	0.303579828525104	-6.98248493565941
hsa04014	-0.00904551502190376	-1.14919409723873	0.251884086665658	0.305639836868695	-6.99152818594904
hsa05034	0.00597502751037426	1.1442554064013	0.253920894905432	0.306243988401097	-6.99716981042797
hsa04210	-0.0091021614139386	-1.13105555898122	0.259421365294003	0.310993082491004	-7.01213074402938
hsa04917	-0.00624659088660318	-1.09788574614034	0.273608702591945	0.326036717459862	-7.048969589419
hsa04010	-0.0056196534107702	-1.06589489909552	0.287789617515161	0.340893654080458	-7.08347301176243
hsa05223	0.00622183727883741	1.00895949377725	0.314244868625726	0.370027981399523	-7.14238466788238
hsa04810	0.00549759869468147	0.979720715779294	0.328438389608677	0.384466114894863	-7.17139489478514
hsa04920	-0.00240032921049105	-0.840808035771315	0.401485703016193	0.467226052048085	-7.29766836094338
hsa04660	0.00465550693802097	0.747936780049625	0.455399692291119	0.526886853290307	-7.37141691425037
hsa05224	0.00368744881122973	0.716104523638996	0.474783823047512	0.546138617262745	-7.39472222484075
hsa04973	-0.00367450604336161	-0.69907273894507	0.485339870355738	0.555072610349379	-7.40677768726272
hsa04141	0.00151855668941359	0.689248633982922	0.491486453771612	0.558890310288862	-7.41360009872483
hsa05169	-0.00216730929610431	-0.623001374860953	0.534011833839694	0.603797471216472	-7.45709631052486
hsa04933	-0.0030206896351288	-0.566288346264994	0.571849176603236	0.639386108684835	-7.4908568559558
hsa04071	-0.00314445284385156	-0.566193962421069	0.57191320274322	0.639386108684835	-7.49091036698757
hsa05030	-0.00294680442702733	-0.559714968690444	0.576316473745098	0.640709375839523	-7.49456238837278
hsa05222	0.00351328365878523	0.517834737185858	0.605160791540635	0.669038875092146	-7.51715816714653
hsa04370	0.00291698960218101	0.469792381661065	0.639028487727992	0.702578282087682	-7.54092117678926
hsa04666	-0.00208870418205009	-0.35818680525743	0.720591114204509	0.787899075421413	-7.58721738713256
hsa04721	0.00159638844675802	0.346837991201417	0.729087180764096	0.792832508044017	-7.59122704215776
hsa04918	0.00118310816291434	0.331512381624709	0.740613634807441	0.800989746340656	-7.59643712333728
hsa04137	0.000806049551293153	0.31907239058647	0.750013281739548	0.803104694860533	-7.60049330368973
hsa04664	-0.000825012128185421	-0.318243989609078	0.750640569065624	0.803104694860533	-7.60075790902661
hsa05221	-0.0014963491189377	-0.29660229885773	0.767085948567585	0.812161638660539	-7.6074271451917
hsa04620	0.00109892388031518	0.296363152413774	0.767268281749655	0.812161638660539	-7.60749822179725
hsa05416	0.00135527848826245	0.253200114005078	0.800380416580319	0.842728586769754	-7.61938843651482
hsa05132	0.000678056246959269	0.239547787690449	0.810932546250778	0.849345140546868	-7.62276073042334
hsa05226	0.00134072889496828	0.222167426186506	0.824416149872166	0.85894666923854	-7.6267836692635
hsa04371	-0.000775484879258048	-0.215653084875827	0.829483660547736	0.859725252338539	-7.62821351502692
hsa05152	-0.000499589518186294	-0.163999759213854	0.869901257980593	0.896944820404861	-7.63804530516703
hsa04650	-0.000828683224253002	-0.122831242778086	0.902367284418142	0.925624173191806	-7.64396601849125
hsa05215	-0.000640836660565913	-0.10980049808744	0.912680555055516	0.931402207466911	-7.64548599718255
hsa04658	-0.000128184459081027	-0.038613063338436	0.969238404532956	0.977743539901434	-7.65078374648181
hsa04659	-0.000128184459081027	-0.038613063338436	0.969238404532956	0.977743539901434	-7.65078374648181
hsa04144	0.000124881891053974	0.0341025687401558	0.972830255781326	0.977743539901434	-7.65094821341141
hsa04915	1.80345612363908e-05	0.00202234609864797	0.998388470552859	0.998388470552859	-7.65152934234622
